organismo,fecha_acta,fecha_envio-onc,descripcion,ccoo,planilla-adjunta,acto-administrativo
Ministerio de Educación,2020-10-27,2020-11-19,"Comunicación Oficial enviada por el Ministerio de Educación con el detalle del procedimiento COMPR.AR 82-0032-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-80039749-apn-dcme.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-80039749-apn-dcme.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-76056370-apn-ssgame.pdf
Ministerio de Desarrollo Social,2020-11-05,2020-11-24,"Comunicación Oficial enviada por el Ministerio de Desarrollo Social con el detalle del procedimiento COMPR.AR 95-0104-CDI20 / COVID-19 N°42/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-81386471-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-81386471-apn-dcycmds.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-80602061-apn-mds.pdf
Ministerio de Desarrollo Social,2020-11-06,2020-11-27,"Comunicación Oficial enviada por el Ministerio de Desarrollo Social con el detalle del procedimiento COMPR.AR 95-0108-CDI20 / COVID-19 N°46/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-82296011-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-82296011-apn-dcycmds.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-81740022-apn-mds.pdf
Armada Argentina,2020-09-08,2020-11-27,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0244-CDI20 / COVID-19 N°244/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-82378989-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-82378989-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-77472260-apn-dgsaara.pdf
Armada Argentina,2020-09-08,2020-11-27,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0245-CDI20 / COVID-19 N°245/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-82380853-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-82380853-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-77471709-apn-dgsaara.pdf
Armada Argentina,2020-09-25,2020-11-27,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0276-CDI20 / COVID-19 N°276/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-82381885-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-82381885-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-77473058-apn-dgsaara.pdf
Ministerio de Desarrollo Social,2020-11-05,2020-11-30,"Comunicación Oficial enviada por el Ministerio de Desarrollo Social con el detalle del procedimiento COMPR.AR 95-0107-CDI20 / COVID-19 N°45/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-83065855-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-83065855-apn-dcycmds.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-82523091-apn-mds.pdf
Gendarmería Nacional Argentina,2020-05-01,2020-12-02,"Comunicación Oficial enviada por la Gendarmería Nacional Argentina con el detalle del procedimiento COVID-19 Nº02/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-83613815-apn-dinalgengna.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-83613815-apn-dinalgengna.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-81343696-apn-dinalgengna.pdf
Ministerio de Desarrollo Social,2020-11-05,2020-12-02,"Comunicación Oficial enviada por el Ministerio de Desarrollo Social con el detalle del procedimiento COMPR.AR 95-0102-CDI20 / COVID-19 N°40/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-83876204-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-83876204-apn-dcycmds.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-83328423-apn-mds.pdf
Ministerio de Desarrollo Social,2020-11-05,2020-12-07,"Comunicación Oficial enviada por el Ministerio de Desarrollo Social con el detalle del procedimiento COMPR.AR 95-0103-CDI20 / COVID-19 N°41/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-85002636-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-85002636-apn-dcycmds.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-84145278-apn-mds.pdf
Fuerza Aérea Argentina,2020-09-23,2020-12-11,"Comunicación Oficial enviada por la Fuerza Aérea Argentina con el detalle del procedimiento COVID19 N°16/2020 / COMPR.AR 40/39-0630-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-86077527-apn-dconfaa.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-86077527-apn-dconfaa.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-80174205-apn-dconfaa.pdf
Ministerio de Desarrollo Social,2020-10-27,2020-12-11,"Comunicación Oficial enviada por el Ministerio de Desarrollo Social con el detalle de la adjudicación en el marco del Acuerdo Nacional Emergencia COVID-19 N° 4, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-86127630-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-86127630-apn-dcycmds.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-83826511-apn-mds.pdf
Armada Argentina,2020-09-07,2020-12-14,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0227-CDI20 / COVID-19 N°227/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-87009873-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-87009873-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-82281113-apn-dgsaara.pdf
Armada Argentina,2020-09-18,2020-12-14,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0268-CDI20 / COVID-19 N°268/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-87010909-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-87010909-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-82280570-apn-dgsaara.pdf
Ministerio de Desarrollo Social,2020-11-05,2020-12-15,"Comunicación Oficial enviada por el Ministerio de Desarrollo Social con el detalle del procedimiento COMPR.AR 95-0105-CDI20 / COVID-19 N°43/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-87385574-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-87385574-apn-dcycmds.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-86722390-apn-mds.pdf
Armada Argentina,2020-11-10,2020-12-16,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0339-CDI20 / COVID-19 N°339/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-87627145-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-87627145-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-86145939-apn-dgsaara.pdf
Universidad Nacional General San Martín,2020-09-28,2020-12-03,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº112-2020 y acto administrativo,,https://www.argentina.gob.ar/sites/default/files/planilla_comunicacion_onc_ndeg9_-_cd_por_emergencia_covid-19_ndeg112-2020.pdf,https://www.argentina.gob.ar/sites/default/files/rr_741-2020_cd_por_emergencia_ndeg112-2020.pdf
Ministerio de Desarrollo Social,2020-11-06,2020-12-16,"Comunicación Oficial enviada por el Ministerio de Desarrollo Social con el detalle del procedimiento COMPR.AR 95-0109-CDI20 / COVID-19 N°47/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-87879678-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-87879678-apn-dcycmds.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-87434336-apn-mds.pdf
Ministerio de Desarrollo Social,2020-11-06,2020-12-17,"Comunicación Oficial enviada por el Ministerio de Desarrollo Social con el detalle del procedimiento COMPR.AR 95-0101-CDI20 / COVID-19 N°39/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-88267522-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-88267522-apn-dcycmds.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-87847848-apn-mds.pdf
Comisión Nacional de Regulación del Transporte,2020-11-17,2020-12-18,"Comunicación Oficial enviada por la Comisión Nacional de Regulación del Transporte con el detalle del procedimiento COVID19 N°09/2020 / COMPR.AR 73-0043-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-88502653-apn-dcsylcnrt.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-88502653-apn-dcsylcnrt.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-86407057-apn-cnrtmtr.pdf
Ministerio de Desarrollo Social,2020-12-14,2020-12-18,"Comunicación Oficial enviada por el Ministerio de Desarrollo Social con el detalle de la adjudicación en el marco del Acuerdo Nacional Emergencia COVID-19 N°5, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-88652510-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-88652510-apn-dcycmds.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-87058306-apn-sgamds.pdf
Ministerio de Desarrollo Social,2020-11-06,2020-12-21,"Comunicación Oficial enviada por el Ministerio de Desarrollo Social con el detalle del procedimiento COMPR.AR 95-0110-CDI20 / COVID-19 N°48/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-89347445-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-89347445-apn-dcycmds.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-88256950-apn-mds.pdf
Instituto Geográfico Nacional,2020-11-12,2020-12-22,"Comunicación Oficial enviada por el Instituto Geográfico Nacional con el detalle del procedimiento COMPR.AR 41-0011-CDI20 / COVID-19 N°0002/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-89716588-apn-dgayrrhhign.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-89716588-apn-dgayrrhhign.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-87467921-apn-ignmd.pdf
Servicio Nacional de Sanidad y Calidad Agroalimentaria,2020-10-21,2020-12-28,Comunicación Oficial enviada por el Servicio Nacional de Sanidad y Calidad Agroalimentaria (SENASA) con el detalle del procedimiento COMPR.AR 52-0053-CDI20y planilla adjunta y acto administrativo. ,https://www.argentina.gob.ar/sites/default/files/no-2020-90581233-apn-dsayfsenasa.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-90581233-apn-dsayfsenasa_1.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-81881330-apn-pressenasa.pdf
Servicio Nacional de Sanidad y Calidad Agroalimentaria,2020-08-19,2020-12-28,Comunicación Oficial enviada por el Servicio Nacional de Sanidad y Calidad Agroalimentaria (SENASA) con el detalle del procedimiento COVID-19 Nº13/2020 y planilla adjunta y acto administrativo. ,https://www.argentina.gob.ar/sites/default/files/no-2020-90581233-apn-dsayfsenasa.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-90581233-apn-dsayfsenasa_2.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-61016550-apn-pressenasa_0.pdf
Servicio Nacional de Sanidad y Calidad Agroalimentaria,2020-08-19,2020-12-28,Comunicación Oficial enviada por el Servicio Nacional de Sanidad y Calidad Agroalimentaria (SENASA) con el detalle del procedimiento COVID-19 Nº14/2020 y planilla adjunta y acto administrativo. ,https://www.argentina.gob.ar/sites/default/files/no-2020-90581233-apn-dsayfsenasa.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-90581233-apn-dsayfsenasa_3.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-70310712-apn-pressenasa.pdf
Servicio Nacional de Sanidad y Calidad Agroalimentaria,2020-08-18,2020-12-28,Comunicación Oficial enviada por el Servicio Nacional de Sanidad y Calidad Agroalimentaria (SENASA) con el detalle del procedimiento COVID-19 Nº15/2020 y planilla adjunta y acto administrativo. ,https://www.argentina.gob.ar/sites/default/files/no-2020-90581233-apn-dsayfsenasa.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-90581233-apn-dsayfsenasa_4.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-77912181-apn-dgtyasenasa.pdf
Ministerio de Educación,2020-07-31,2020-12-30,"Comunicación Oficial enviada por el Ministerio de Educación con el detalle del procedimiento COMPR.AR 82-0021-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-91502133-apn-dcme.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-91502133-apn-dcme.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-86137190-apn-ssgame.pdf
Ministerio de Educación,2020-03-29,2020-12-30,"Comunicación Oficial enviada por el Ministerio de Educación con el detalle del procedimiento COVID 01/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-91502133-apn-dcme.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-91502133-apn-dcme.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-19476005-apn-me.pdf
Universidad Nacional de La Matanza,2020-11-20,2020-12-22,Planilla enviada por la Universidad Nacional de La Matanza con el detalle del procedimiento COVID-19 Nº46-2020,,https://www.argentina.gob.ar/sites/default/files/planilla_comunicacion_onc_expte_571-2020.xlsx,
Ministerio de Desarrollo Social,2020-07-08,2021-01-06,"Comunicación Oficial enviada por el Ministerio de Desarrollo Social con el detalle del procedimiento COMPR.AR 95-0074-CDI20 / COVID-19 N°29/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2021-01358050-apn-dcycmds_0.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2021-01358050-apn-dcycmds_0.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-91788027-apn-sgamds.pdf
Comisión Nacional de Regulación del Transporte,2020-12-22,2021-01-11,"Comunicación Oficial enviada por la Comisión Nacional de Regulación del Transporte con el detalle del procedimiento COVID19 N°05/2020 / COMPR.AR 73-0050-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2021-02370097-apn-dcsylcnrt.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2021-02370097-apn-dcsylcnrt.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-91322463-apn-cnrtmtr.pdf
Instituto de Ayuda Financiera para Pago de Retiros y Pensiones Militares,2020-12-11,2021-01-14,"Comunicación Oficial enviada por el Instituto de Ayuda Financiera para Pago de Retiros y Pensiones Militares con el detalle del procedimiento COVID-19 Nº6/2020 / COMPR.AR 43-0035-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2021-03645151-apn-deiaf.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2021-03645151-apn-deiaf.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2021-03142260-apn-diriaf.pdf
Universidad Nacional General San Martín,2020-11-09,2021-01-04,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº134-2020 y acto administrativo,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_ndeg134-2020.pdf,https://www.argentina.gob.ar/sites/default/files/rr_792-2020_contratacion_por_emergencia_covid-19_ndeg134-2020.pdf
Universidad Nacional General San Martín,2020-11-09,2021-01-04,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº136-2020 y acto administrativo,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_ndeg136-2020.pdf,https://www.argentina.gob.ar/sites/default/files/rr_793-2020_contratacion_por_emergencia_covid-19_ndeg136-2020.pdf
Universidad Nacional General San Martín,2020-11-06,2021-01-04,Planilla enviada por la Universidad Nacional General San Martín con el detalle del procedimiento COVID-19 Nº139-2020 y acto administrativo,,https://www.argentina.gob.ar/sites/default/files/planilla_unsam_cd_ndeg139-2020.pdf,https://www.argentina.gob.ar/sites/default/files/rr_768-2020_contratacion_por_emergencia_covid-19_ndeg139-2020.pdf
