"loc_uoc","lat_u","lon_u","loc_prov","lat_p","lon_p","anclado","n_adj","km"
"Chilecito",-29.162385830377,-67.4993074296546,"Ciudad Autónoma de Buenos Aires",-34.6075,-58.4371,"Anchored organ",27,1047
"El Palomar",-34.6108556165017,-58.5956810077115,"ITUZAINGO",-34.6603884942507,-58.6661675132925,"Anchored organ",27,8
"Formosa",-26.185008983147,-58.1748964834654,"CASTELAR",-34.6518205338135,-58.6460475077958,"Anchored organ",27,943
"General Rodríguez",-34.6082064832342,-58.9510798915332,"VILLA LYNCH",-34.5921434513227,-58.5240586094847,"Programmatic organ",27,39
"Lago Puelo",-42.0601321615066,-71.5971400319398,"Ciudad Autónoma de Buenos Aires",-34.6075,-58.4371,"Anchored organ",27,1413
"San Carlos de Bariloche",-41.1358081611304,-71.3043392567773,"PUNTA ALTA",-38.8781733532983,-62.0794804613607,"Programmatic organ",27,824
"Santa Fe",-31.6574749533861,-60.7104784410123,"Rosario",-32.9472133838031,-60.6331755763544,"Anchored organ",27,144
"Torres",-34.4309916604575,-59.1278642374609,"LA PLATA",-34.9154959630273,-57.9479884807815,"Programmatic organ",27,121
"Tunuyán",-33.5812531556326,-69.0153685595424,"Ciudad Autónoma de Buenos Aires",-34.6075,-58.4371,"Anchored organ",27,980
"CABA",-34.6075,-58.4371,"FLORENCIO VARELA",-34.8044367902128,-58.2792527723518,"Anchored organ",26,26
"CABA",-34.6075,-58.4371,"FUNES",-32.920864509257,-60.8114362900311,"Programmatic organ",26,289
"CABA",-34.6075,-58.4371,"GRAND BOURG",-34.489012469155,-58.7263870544297,"Programmatic organ",26,30
"CABA",-34.6075,-58.4371,"PUERTO IGUAZU",-25.5972100979327,-54.5772230013845,"Anchored organ",26,1068
"CABA",-34.6075,-58.4371,"TRELEW",-43.2531867505795,-65.3093805893395,"Programmatic organ",26,1129
"CABA",-34.6075,-58.4371,"ituzaingo",-34.6603884942507,-58.6661675132925,"Programmatic organ",26,22
"Calilegua",-23.7745688572598,-64.7700370415998,"Ciudad Autónoma de Buenos Aires",-34.6075,-58.4371,"Anchored organ",26,1352
"Campo de Mayo",-34.5550627752485,-58.6522136037965,"VILLA ADELINA",-34.5188556851314,-58.5473555040385,"Anchored organ",26,10
"Corrientes",-27.4633450136008,-58.8394728460849,"CORDOBA",-31.4150461523809,-64.1791140755104,"Anchored organ",26,678
"Córdoba",-31.4150461523809,-64.1791140755104,"LA CALERA",-31.3503560189278,-64.3379432970611,"Anchored organ",26,17
"El Palomar",-34.6108556165017,-58.5956810077115,"MARTINEZ",-34.4890104372004,-58.499380135853,"Programmatic organ",26,16
"El Palomar",-34.6108556165017,-58.5956810077115,"RAMOS MEJIA",-34.6454993387505,-58.5596657431949,"Anchored organ",26,5
"La Rioja",-29.412884219358,-66.8558279775847,"ROSARIO",-32.9472133838031,-60.6331755763544,"Anchored organ",26,710
"Laguna Blanca",-26.5869996,-66.9413064,"Ciudad Autónoma de Buenos Aires",-34.6075,-58.4371,"Anchored organ",26,1206
"Mburucuyá",-28.0468575823017,-58.2303056698416,"Ciudad Autónoma de Buenos Aires",-34.6075,-58.4371,"Anchored organ",26,730
"Parque Nacional Quebrada del Condorito",-31.6687529,-64.7702443,"Ciudad Autónoma de Buenos Aires",-34.6075,-58.4371,"Anchored organ",26,674
"Profesor Salvador Mazza",-22.0516570030053,-63.6918927739648,"Ciudad Autónoma de Buenos Aires",-34.6075,-58.4371,"Anchored organ",26,1487
"Punta Alta",-38.8781733532983,-62.0794804613607,"CASTELAR",-34.6518205338135,-58.6460475077958,"Anchored organ",26,561
"Río Gallegos",-51.6234632663739,-69.2158645331237,"MAR DEL PLATA",-38.0064494189987,-57.5438377776641,"Anchored organ",26,1767
"Santiago del Estero",-27.787684474002,-64.259668066644,"ROSARIO",-32.9472133838031,-60.6331755763544,"Anchored organ",26,671
"Boulogne Sur Mer",-34.5094800482416,-58.5669108609788,"RIO CUARTO",-33.1238369342208,-64.3490032179798,"Anchored organ",25,556
"CABA",-34.6075,-58.4371,"CRUZ ALTA",-33.0083997293961,-61.8057792803375,"Programmatic organ",25,358
"CABA",-34.6075,-58.4371,"DON TORCUATO ESTE",-34.487529336749,-58.615576288829,"Anchored organ",25,21
"CABA",-34.6075,-58.4371,"EL PALOMAR",-34.6108556165017,-58.5956810077115,"Anchored organ",25,15
"CABA",-34.6075,-58.4371,"GENERAL RODRIGUEZ",-34.6082064832342,-58.9510798915332,"Programmatic organ",25,47
"CABA",-34.6075,-58.4371,"Ituzaingo",-34.6603884942507,-58.6661675132925,"Anchored organ",25,22
"CABA",-34.6075,-58.4371,"POSADAS",-27.3664259799962,-55.8939802751923,"Programmatic organ",25,841
"CABA",-34.6075,-58.4371,"SAN MIGUEL",-34.5431343361878,-58.7092007082159,"Programmatic organ",25,26
"CABA",-34.6075,-58.4371,"SAN SALVADOR DE JUJUY",-24.1858286711634,-65.2994830799205,"Programmatic organ",25,1335
"CABA",-34.6075,-58.4371,"VILLA RUMIPAL",-32.1893832757006,-64.4792058830229,"Anchored organ",25,622
"Campo de Mayo",-34.5550627752485,-58.6522136037965,"TIGRE",-34.4248130997973,-58.5755281971763,"Anchored organ",25,16
"El Bolsón",-41.9650216282198,-71.5343635899288,"EL BOLSON",-41.9650216282198,-71.5343635899288,"Anchored organ",25,0
"Formosa",-26.185008983147,-58.1748964834654,"ROSARIO",-32.9472133838031,-60.6331755763544,"Anchored organ",25,789
"Mar del Plata",-38.0064494189987,-57.5438377776641,"CASEROS",-34.6079360429362,-58.5639388527613,"Anchored organ",25,389
"Posadas",-27.3664259799962,-55.8939802751923,"MAR DEL PLATA",-38.0064494189987,-57.5438377776641,"Anchored organ",25,1193
"Posadas",-27.3664259799962,-55.8939802751923,"RAMOS MEJIA",-34.6454993387505,-58.5596657431949,"Anchored organ",25,848
"Punta Indio",-35.2685627801267,-57.2474704888542,"GENERAL SAN MARTIN",-34.5779100956477,-58.5386564736863,"Anchored organ",25,141
"Quilmes",-34.7200676236621,-58.254346982141,"LOMAS DE ZAMORA",-34.7596127748886,-58.3994691356768,"Anchored organ",25,14
"Río Gallegos",-51.6234632663739,-69.2158645331237,"BAHIA BLANCA",-38.7227702772442,-62.2727419998288,"Anchored organ",25,1533
"Salta",-24.7831983811283,-65.4102509654276,"CASTELAR",-34.6518205338135,-58.6460475077958,"Anchored organ",25,1276
"Salta",-24.7831983811283,-65.4102509654276,"ITUZAINGO",-34.6603884942507,-58.6661675132925,"Anchored organ",25,1276
"San Juan",-31.5372590360945,-68.5250172058885,"ROSARIO",-32.9472133838031,-60.6331755763544,"Anchored organ",25,758
"Sinsacate",-30.9429292725557,-64.0940329405365,"CORDOBA",-31.4150461523809,-64.1791140755104,"Anchored organ",25,53
"Tandil",-37.3286954825526,-59.1368975569569,"MONTE CASEROS",-30.2494229600191,-57.6294817667543,"Anchored organ",25,799
"Bahía Blanca",-38.7227702772442,-62.2727419998288,"ROSARIO",-32.9472133838031,-60.6331755763544,"Anchored organ",24,659
"CABA",-34.6075,-58.4371,"EZPELETA",-34.7459431286802,-58.2347948365317,"Programmatic organ",24,24
"CABA",-34.6075,-58.4371,"RESISTENCIA",-27.4510757112285,-58.9864835287395,"Programmatic organ",24,797
"Córdoba",-31.4150461523809,-64.1791140755104,"San Juan",-31.5372590360945,-68.5250172058885,"Anchored organ",24,412
"Formosa",-26.185008983147,-58.1748964834654,"MONTE CASEROS",-30.2494229600191,-57.6294817667543,"Anchored organ",24,455
"General Rodríguez",-34.6082064832342,-58.9510798915332,"BELLA VISTA",-34.5682733387092,-58.6820583867252,"Programmatic organ",24,25
"La Leonesa",-27.0381487234311,-58.7072486236073,"Ciudad Autónoma de Buenos Aires",-34.6075,-58.4371,"Anchored organ",24,842
"Mar del Plata",-38.0064494189987,-57.5438377776641,"LA PLATA",-34.9154959630273,-57.9479884807815,"Programmatic organ",24,346
"Morón",-34.6474573245916,-58.6218615494078,"CABA",-34.6075,-58.4371,"Anchored organ",24,17
"Paraná",-31.7401601621031,-60.5274260494443,"RIO CUARTO",-33.1238369342208,-64.3490032179798,"Anchored organ",24,390
"Río Gallegos",-51.6234632663739,-69.2158645331237,"CASTELAR",-34.6518205338135,-58.6460475077958,"Anchored organ",24,2068
"Río Santiago",-34.8513758,-57.8868726,"CABA",-34.6075,-58.4371,"Anchored organ",24,57
"San Salvador de Jujuy",-24.1858286711634,-65.2994830799205,"SAN SALVADOR DE JUJUY",-24.1858286711634,-65.2994830799205,"Anchored organ",24,0
"Torres",-34.4309916604575,-59.1278642374609,"CORDOBA",-31.4150461523809,-64.1791140755104,"Programmatic organ",24,578
"CABA",-34.6075,-58.4371,"CAÑADA DE GOMEZ",-32.8212161641876,-61.3951986808447,"Anchored organ",23,338
"CABA",-34.6075,-58.4371,"CORONEL BRANDSEN",-35.1679594138696,-58.2373302396352,"Anchored organ",23,65
"CABA",-34.6075,-58.4371,"LISANDRO OLMOS",-34.999057389434,-58.0486158300406,"Anchored organ",23,56
"CABA",-34.6075,-58.4371,"LISANDRO OLMOS",-34.999057389434,-58.0486158300406,"Programmatic organ",23,56
"CABA",-34.6075,-58.4371,"SAN FDO DEL VALLE DE CATAMARCA",-28.4690132409229,-65.7789173519908,"Programmatic organ",23,974
"CABA",-34.6075,-58.4371,"SANTA ROSA",-36.6204011947334,-64.2906300356297,"Programmatic organ",23,574
"CABA",-34.6075,-58.4371,"TEMPERLEY",-34.7726021631685,-58.3895955235586,"Programmatic organ",23,19
"Córdoba",-31.4150461523809,-64.1791140755104,"COLONIA CAROYA",-31.0220555873766,-64.0617128675296,"Anchored organ",23,45
"Córdoba",-31.4150461523809,-64.1791140755104,"VILLA LYNCH",-34.5921434513227,-58.5240586094847,"Anchored organ",23,635
"Mendoza",-32.8897325533642,-68.8444442314254,"CASTELAR",-34.6518205338135,-58.6460475077958,"Anchored organ",23,962
"Paraná",-31.7401601621031,-60.5274260494443,"MAR DEL PLATA",-38.0064494189987,-57.5438377776641,"Anchored organ",23,748
"Punta Alta",-38.8781733532983,-62.0794804613607,"ROSARIO",-32.9472133838031,-60.6331755763544,"Anchored organ",23,672
"Resistencia",-27.4510757112285,-58.9864835287395,"CASEROS",-34.6079360429362,-58.5639388527613,"Anchored organ",23,797
"Resistencia",-27.4510757112285,-58.9864835287395,"LOMAS DE ZAMORA",-34.7596127748886,-58.3994691356768,"Anchored organ",23,815
"Río Gallegos",-51.6234632663739,-69.2158645331237,"MONTE CASEROS",-30.2494229600191,-57.6294817667543,"Anchored organ",23,2561
"Salta",-24.7831983811283,-65.4102509654276,"CASEROS",-34.6079360429362,-58.5639388527613,"Anchored organ",23,1276
"San Antonio de los Cobres",-24.2161442771278,-66.3210644859191,"Ciudad Autónoma de Buenos Aires",-34.6075,-58.4371,"Anchored organ",23,1384
"San Luis",-33.3020864829706,-66.336854573535,"Ciudad Autónoma de Buenos Aires",-34.6075,-58.4371,"Programmatic organ",23,743
"Santiago del Estero",-27.787684474002,-64.259668066644,"CABA",-34.6075,-58.4371,"Anchored organ",23,939
"Santo Tomé",-28.5498158069218,-56.0348110765932,"CASTELAR",-34.6518205338135,-58.6460475077958,"Anchored organ",23,722
"Aluminé",-39.2384698023024,-70.9159526192148,"Ciudad Autónoma de Buenos Aires",-34.6075,-58.4371,"Anchored organ",22,1222
"Bahía Blanca",-38.7227702772442,-62.2727419998288,"CASTELAR",-34.6518205338135,-58.6460475077958,"Anchored organ",22,556
"CABA",-34.6075,-58.4371,"FLORIDA",-34.5320107502339,-58.4928251811481,"Anchored organ",22,10
"CABA",-34.6075,-58.4371,"LA TABLADA",-34.686462325254,-58.5256461385691,"Programmatic organ",22,12
"CABA",-34.6075,-58.4371,"NEUQUEN",-38.9518288206176,-68.0591813073308,"Anchored organ",22,983
"CABA",-34.6075,-58.4371,"PERGAMINO",-33.8911091446081,-60.5745861929678,"Programmatic organ",22,212
"CABA",-34.6075,-58.4371,"PIÑEYRO",-34.6680837299877,-58.3877465009579,"Programmatic organ",22,8
"CABA",-34.6075,-58.4371,"Quilmes",-34.7200676236621,-58.254346982141,"Programmatic organ",22,21
"CABA",-34.6075,-58.4371,"WILDE",-34.7040788191542,-58.3172095095929,"Anchored organ",22,15
"Córdoba",-31.4150461523809,-64.1791140755104,"CORDOBA",-31.4150461523809,-64.1791140755104,"Programmatic organ",22,0
"El Bolsón",-41.9650216282198,-71.5343635899288,"Ciudad Autónoma de Buenos Aires",-34.6075,-58.4371,"Anchored organ",22,1403
"General Mosconi",-22.5995511048695,-63.8113270912528,"Ciudad Autónoma de Buenos Aires",-34.6075,-58.4371,"Anchored organ",22,1434
"General Rodríguez",-34.6082064832342,-58.9510798915332,"SANTOS LUGARES",-34.6030070341394,-58.5408249597318,"Programmatic organ",22,38
"Malargüe",-35.4683739980962,-69.5847075525399,"Ciudad Autónoma de Buenos Aires",-34.6075,-58.4371,"Anchored organ",22,1019
"Puerto Iguazú",-25.5972100979327,-54.5772230013845,"PUERTO IGUAZU",-25.5972100979327,-54.5772230013845,"Anchored organ",22,0
"Punta Alta",-38.8781733532983,-62.0794804613607,"Córdoba",-31.4150461523809,-64.1791140755104,"Anchored organ",22,851
"Punta Alta",-38.8781733532983,-62.0794804613607,"Sáenz Peña",-34.6001485700585,-58.5276332441297,"Anchored organ",22,571
"Resistencia",-27.4510757112285,-58.9864835287395,"CASTELAR",-34.6518205338135,-58.6460475077958,"Anchored organ",22,801
"Río Cuarto",-33.1238369342208,-64.3490032179798,"LOMAS DE ZAMORA",-34.7596127748886,-58.3994691356768,"Anchored organ",22,578
"Río Cuarto",-33.1238369342208,-64.3490032179798,"RIO GRANDE",-53.7863260891398,-67.6963281355519,"Anchored organ",22,2313
"Río Cuarto",-33.1238369342208,-64.3490032179798,"Rio Cuarto",-33.1238369342208,-64.3490032179798,"Anchored organ",22,0
"Salta",-24.7831983811283,-65.4102509654276,"BAHIA BLANCA",-38.7227702772442,-62.2727419998288,"Anchored organ",22,1578
"San Juan",-31.5372590360945,-68.5250172058885,"San Juan",-31.5372590360945,-68.5250172058885,"Anchored organ",22,0
"Torres",-34.4309916604575,-59.1278642374609,"BELEN DE ESCOBAR",-34.3454707314612,-58.7928104368433,"Programmatic organ",22,32
"Ushuaia",-54.8074039816905,-68.3037571781958,"CABA",-34.6075,-58.4371,"Anchored organ",22,2372
"Bahía Blanca",-38.7227702772442,-62.2727419998288,"San Juan",-31.5372590360945,-68.5250172058885,"Anchored organ",21,980
"CABA",-34.6075,-58.4371,"GARUPA",-27.4837771073615,-55.8297016552887,"Programmatic organ",21,830
"CABA",-34.6075,-58.4371,"GERLI",-34.6837730568077,-58.3744414837129,"Programmatic organ",21,10
"CABA",-34.6075,-58.4371,"JUNIN",-34.5939417428353,-60.9464309692372,"Programmatic organ",21,230
"CABA",-34.6075,-58.4371,"LIBERTAD",-34.6986375194331,-58.6902324564792,"Anchored organ",21,25
"CABA",-34.6075,-58.4371,"SANTOS LUGARES",-34.6030070341394,-58.5408249597318,"Anchored organ",21,10
"Campo de Mayo",-34.5550627752485,-58.6522136037965,"MARCOS PAZ",-34.7843157222504,-58.8353369572326,"Anchored organ",21,31
"Campo de Mayo",-34.5550627752485,-58.6522136037965,"SAN ANDRES",-26.8881787226155,-65.1935520331529,"Anchored organ",21,1057
"Comodoro Rivadavia",-45.8625644045819,-67.494000786158,"EL PALOMAR",-34.6108556165017,-58.5956810077115,"Anchored organ",21,1459
"Comodoro Rivadavia",-45.8625644045819,-67.494000786158,"MAR DEL PLATA",-38.0064494189987,-57.5438377776641,"Anchored organ",21,1198
"Corrientes",-27.4633450136008,-58.8394728460849,"ROSARIO",-32.9472133838031,-60.6331755763544,"Anchored organ",21,634
"Córdoba",-31.4150461523809,-64.1791140755104,"Sáenz Peña",-34.6001485700585,-58.5276332441297,"Anchored organ",21,635
"Mar del Plata",-38.0064494189987,-57.5438377776641,"LOMAS DE ZAMORA",-34.7596127748886,-58.3994691356768,"Anchored organ",21,369
"Mar del Plata",-38.0064494189987,-57.5438377776641,"Sáenz Peña",-34.6001485700585,-58.5276332441297,"Anchored organ",21,389
"Mar del Plata",-38.0064494189987,-57.5438377776641,"TANDIL",-37.3286954825526,-59.1368975569569,"Programmatic organ",21,159
"Mendoza",-32.8897325533642,-68.8444442314254,"MAR DEL PLATA",-38.0064494189987,-57.5438377776641,"Anchored organ",21,1170
"Mendoza",-32.8897325533642,-68.8444442314254,"RIO CUARTO",-33.1238369342208,-64.3490032179798,"Anchored organ",21,420
"Mendoza",-32.8897325533642,-68.8444442314254,"SAN RAFAEL",-34.617774866545,-68.3356449365043,"Anchored organ",21,198
"Mendoza",-32.8897325533642,-68.8444442314254,"VILLA LYNCH",-34.5921434513227,-58.5240586094847,"Anchored organ",21,972
"Neuquén",-38.9518288206176,-68.0591813073308,"BAHIA BLANCA",-38.7227702772442,-62.2727419998288,"Anchored organ",21,502
"Paraná",-31.7401601621031,-60.5274260494443,"SANTA FE",-31.6574749533861,-60.7104784410123,"Anchored organ",21,20
"Posadas",-27.3664259799962,-55.8939802751923,"CABA",-34.6075,-58.4371,"Anchored organ",21,841
"Presidencia Roque Sáenz Peña",-26.7909717754736,-60.4412483249411,"PRESIDENCIA ROQUE SAENZ PEÑA",-26.7909717754736,-60.4412483249411,"Anchored organ",21,0
"Punta Alta",-38.8781733532983,-62.0794804613607,"Bahía Blanca",-38.7227702772442,-62.2727419998288,"Anchored organ",21,24
"Punta Alta",-38.8781733532983,-62.0794804613607,"TANDIL",-37.3286954825526,-59.1368975569569,"Anchored organ",21,310
"Río Cuarto",-33.1238369342208,-64.3490032179798,"BAHIA BLANCA",-38.7227702772442,-62.2727419998288,"Anchored organ",21,650
"Salta",-24.7831983811283,-65.4102509654276,"LOMAS DE ZAMORA",-34.7596127748886,-58.3994691356768,"Anchored organ",21,1298
"San Antonio de los Cobres",-24.2161442771278,-66.3210644859191,"SALTA",-24.7831983811283,-65.4102509654276,"Anchored organ",21,112
"San Carlos de Bariloche",-41.1358081611304,-71.3043392567773,"LOMAS DE ZAMORA",-34.7596127748886,-58.3994691356768,"Programmatic organ",21,1333
"Santo Tomé",-28.5498158069218,-56.0348110765932,"CASEROS",-34.6079360429362,-58.5639388527613,"Anchored organ",21,715
"Torres",-34.4309916604575,-59.1278642374609,"CASEROS",-34.6079360429362,-58.5639388527613,"Programmatic organ",21,55
"Trelew",-43.2531867505795,-65.3093805893395,"COMODORO RIVADAVIA",-45.8625644045819,-67.494000786158,"Anchored organ",21,338
"Trelew",-43.2531867505795,-65.3093805893395,"CORDOBA",-31.4150461523809,-64.1791140755104,"Anchored organ",21,1320
"Boulogne Sur Mer",-34.5094800482416,-58.5669108609788,"CORDOBA",-31.4150461523809,-64.1791140755104,"Anchored organ",20,626
"CABA",-34.6075,-58.4371,"AVELLANEDA",-29.1175214810381,-59.6584720787821,"Anchored organ",20,621
"CABA",-34.6075,-58.4371,"CONCEPCION DEL URUGUAY",-32.4846612655344,-58.2321207793941,"Programmatic organ",20,237
"CABA",-34.6075,-58.4371,"CORONEL PRINGLES",-37.9856677754422,-61.3503974314576,"Anchored organ",20,457
"CABA",-34.6075,-58.4371,"La Plata",-34.9154959630273,-57.9479884807815,"Programmatic organ",20,56
"CABA",-34.6075,-58.4371,"PRESIDENTE DERQUI",-34.4922671765476,-58.8390198925922,"Anchored organ",20,39
"CABA",-34.6075,-58.4371,"RIO GALLEGOS",-51.6234632663739,-69.2158645331237,"Programmatic organ",20,2079
"CABA",-34.6075,-58.4371,"VALENTIN ALSINA",-34.6714140127777,-58.4090486458359,"Programmatic organ",20,8
"CABA",-34.6075,-58.4371,"caba",-34.6075,-58.4371,"Anchored organ",20,0
"Clorinda",-25.2860808806453,-57.7224081997743,"CLORINDA",-25.2860808806453,-57.7224081997743,"Anchored organ",20,0
"Concordia",-31.3974508914818,-58.0172034297914,"Ciudad Autónoma de Buenos Aires",-34.6075,-58.4371,"Anchored organ",20,359
"Córdoba",-31.4150461523809,-64.1791140755104,"CORONDA",-31.9744848131131,-60.9160919168416,"Anchored organ",20,315
"Ezeiza",-34.8543939582115,-58.524757807358,"LA TABLADA",-34.686462325254,-58.5256461385691,"Anchored organ",20,19
"Ituzaingó",-27.5851000792357,-56.68704523972,"ITUZAINGO",-27.5851000792357,-56.68704523972,"Anchored organ",20,0
"Mar del Plata",-38.0064494189987,-57.5438377776641,"SAN MIGUEL DE TUCUMAN",-26.8303887617109,-65.2037797033494,"Anchored organ",20,1434
"Morón",-34.6474573245916,-58.6218615494078,"CIUDAD JARDIN LOMAS DEL PALOMAR",-34.6020571077223,-58.5918129323397,"Anchored organ",20,6
"Pergamino",-33.8911091446081,-60.5745861929678,"Ciudad Autónoma de Buenos Aires",-34.6075,-58.4371,"Anchored organ",20,212
"Posadas",-27.3664259799962,-55.8939802751923,"RESISTENCIA",-27.4510757112285,-58.9864835287395,"Anchored organ",20,305
"Punta Alta",-38.8781733532983,-62.0794804613607,"BERNAL",-34.7109020476087,-58.2833921197232,"Anchored organ",20,573
"Punta Indio",-35.2685627801267,-57.2474704888542,"MONTE CASEROS",-30.2494229600191,-57.6294817667543,"Anchored organ",20,559
"Resistencia",-27.4510757112285,-58.9864835287395,"BAHIA BLANCA",-38.7227702772442,-62.2727419998288,"Anchored organ",20,1290
"Salta",-24.7831983811283,-65.4102509654276,"VILLA CARLOS PAZ",-31.4179169402695,-64.4940291640464,"Anchored organ",20,743
"San Salvador de Jujuy",-24.1858286711634,-65.2994830799205,"Ciudad Autónoma de Buenos Aires",-34.6075,-58.4371,"Anchored organ",20,1335
"Santiago del Estero",-27.787684474002,-64.259668066644,"SANTIAGO DEL ESTERO CAPITAL - SANTIAGO DEL ESTERO",-27.787684474002,-64.259668066644,"Anchored organ",20,0
"Ushuaia",-54.8074039816905,-68.3037571781958,"MONTE CASEROS",-30.2494229600191,-57.6294817667543,"Anchored organ",20,2860
"Villa El Chocón",-39.2615472701827,-68.7789277377405,"Ciudad Autónoma de Buenos Aires",-34.6075,-58.4371,"Anchored organ",20,1054
