"supplier_id","provincia","estrato","A_personeria","A_rubro","A_cliente","A_escala","A_directa","A_registro","S_intensidad","S_tenure","S_cohorte","S_fundamento","n_adjudicaciones","primer_ejercicio","ultimo_ejercicio"
3361,"San Juan","middle","SRL","EQUIPOS","administracion","chica","sin_directa","reg16_18","2-5adj","2-4anios","fund_2011_2016","sin_fundamento",3,2020,2023
3362,"CABA","core","SA","OTROS","seguridad_defensa","grande","sin_directa","reg19_21","1adj","1anio","fund_pre2000","sin_fundamento",1,2019,2019
3363,"CABA","core","SRL","SERV. PROFESIONAL ","salud_social","grande","mixto","reg16_18","6-20adj","5+anios","fund_pre2000","solo_aritmetico",18,2019,2025
3364,"CABA","core","OtraForma","MANT. REPARACION Y","cultura_educacion","grande","sin_directa","reg19_21","1adj","1anio","fund_2011_2016","sin_fundamento",1,2023,2023
3365,"Corrientes","outer","PersFisica","OTROS","seguridad_defensa","chica","sin_directa","reg16_18","1adj","1anio","pers_fisica","sin_fundamento",1,2019,2019
3366,"CABA","core","PersFisica","SERV. PROFESIONAL ","administracion","media","sin_directa","reg16_18","2-5adj","1anio","pers_fisica","sin_fundamento",2,2019,2019
3367,"Buenos Aires","core","OtraForma","OTROS","cultura_educacion","grande","mayoria_directa","reg19_21","1adj","1anio","fund_2011_2016","consagrado",1,2021,2021
3368,"Chubut","middle","PersFisica","SERV. PROFESIONAL ","infraestructura","grande","sin_directa","reg16_18","6-20adj","2-4anios","pers_fisica","sin_fundamento",11,2019,2021
3369,"CABA","core","SRL","EQUIPOS","ciencia_universidad","media","mayoria_directa","reg16_18","20+adj","5+anios","fund_2001_2010","consagrado",23,2019,2025
3370,"Misiones","outer","SRL","OTROS","seguridad_defensa","chica","mayoria_directa","reg19_21","2-5adj","2-4anios","fund_2011_2016","solo_aritmetico",4,2022,2025
3371,"Buenos Aires","core","SA","OTROS","seguridad_defensa","grande","sin_directa","reg16_18","1adj","1anio","fund_pre2000","sin_fundamento",1,2019,2019
3372,"CABA","core","SA","ALIMENTOS","salud_social","grande","sin_directa","reg16_18","2-5adj","2-4anios","fund_pre2000","sin_fundamento",3,2019,2021
3373,"Buenos Aires","core","SRL","EQUIPOS","infraestructura","media","mayoria_directa","reg16_18","2-5adj","2-4anios","fund_2001_2010","solo_aritmetico",3,2019,2020
3374,"Mendoza","core","PersFisica","OTROS","seguridad_defensa","chica","mayoria_directa","reg19_21","6-20adj","2-4anios","pers_fisica","solo_aritmetico",15,2021,2023
3375,"Tierra del Fuego","middle","PersFisica","OTROS","ciencia_universidad","media","sin_directa","reg19_21","6-20adj","5+anios","pers_fisica","sin_fundamento",6,2021,2025
3376,"CABA","core","PersFisica","OTROS","ciencia_universidad","grande","sin_directa","reg16_18","2-5adj","1anio","pers_fisica","sin_fundamento",2,2020,2020
3377,"Buenos Aires","core","PersFisica","OTROS","seguridad_defensa","chica","sin_directa","reg19_21","1adj","1anio","pers_fisica","sin_fundamento",1,2020,2020
3378,"CABA","core","PersFisica","MANT. REPARACION Y","seguridad_defensa","grande","sin_directa","reg16_18","6-20adj","2-4anios","pers_fisica","sin_fundamento",6,2019,2022
3379,"Formosa","outer","PersFisica","OTROS","seguridad_defensa","media","mayoria_directa","reg16_18","1adj","1anio","pers_fisica","solo_aritmetico",1,2020,2020
3380,"CABA","core","SRL","SERV. PROFESIONAL ","ciencia_universidad","chica","mayoria_directa","reg19_21","2-5adj","1anio","fund_2001_2010","solo_aritmetico",4,2025,2025
3381,"CABA","core","SRL","OTROS","seguridad_defensa","chica","mixto","reg16_18","20+adj","5+anios","fund_2001_2010","solo_aritmetico",231,2019,2025
3382,"Córdoba","core","PersFisica","ALQUILER","seguridad_defensa","chica","mixto","reg16_18","6-20adj","5+anios","pers_fisica","solo_aritmetico",20,2019,2024
3383,"Córdoba","core","SRL","EQUIPOS","administracion","grande","sin_directa","reg16_18","6-20adj","2-4anios","fund_2001_2010","sin_fundamento",7,2021,2024
3384,"CABA","core","SA","LIBRERIA PAP. Y UT","cultura_educacion","grande","sin_directa","reg16_18","1adj","1anio","fund_2001_2010","sin_fundamento",1,2021,2021
3385,"CABA","core","SRL","SERV. PROFESIONAL ","ciencia_universidad","grande","mixto","reg16_18","2-5adj","2-4anios","fund_2017plus","solo_aritmetico",5,2021,2023
3386,"CABA","core","SRL","PROD. MEDICO/FARMA","salud_social","grande","mixto","reg16_18","6-20adj","5+anios","fund_pre2000","consagrado",8,2019,2024
3387,"CABA","core","SRL","MANT. REPARACION Y","cultura_educacion","chica","mixto","reg16_18","2-5adj","2-4anios","fund_2011_2016","solo_aritmetico",2,2020,2021
3388,"CABA","core","SRL","LIBRERIA PAP. Y UT","salud_social","chica","mayoria_directa","reg16_18","6-20adj","5+anios","fund_2017plus","solo_aritmetico",18,2019,2023
3389,"CABA","core","SA","ALIMENTOS","seguridad_defensa","grande","sin_directa","reg16_18","2-5adj","1anio","fund_2011_2016","sin_fundamento",2,2022,2022
3390,"CABA","core","SRL","ALIMENTOS","seguridad_defensa","chica","mixto","reg16_18","20+adj","5+anios","fund_2001_2010","solo_aritmetico",128,2019,2025
3391,"CABA","core","SRL","SERV. PROFESIONAL ","cultura_educacion","grande","sin_directa","reg19_21","1adj","1anio","fund_2001_2010","sin_fundamento",1,2019,2019
3392,"CABA","core","OtraForma","OTROS","seguridad_defensa","chica","mayoria_directa","reg16_18","2-5adj","2-4anios","fund_pre2000","solo_aritmetico",5,2019,2022
3393,"CABA","core","SA","OTROS","salud_social","grande","sin_directa","reg16_18","2-5adj","2-4anios","fund_2001_2010","sin_fundamento",2,2020,2023
3394,"CABA","core","SRL","OTROS","salud_social","media","mixto","reg16_18","20+adj","5+anios","fund_2011_2016","solo_aritmetico",27,2019,2025
3395,"Catamarca","outer","SRL","OTROS","infraestructura","chica","mayoria_directa","reg16_18","20+adj","5+anios","fund_2001_2010","solo_aritmetico",38,2019,2023
3396,"Buenos Aires","core","PersFisica","PROD. MEDICO/FARMA","salud_social","chica","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","solo_aritmetico",1,2025,2025
3397,"Santa Fe","core","PersFisica","LIBRERIA PAP. Y UT","seguridad_defensa","media","mayoria_directa","reg16_18","1adj","1anio","pers_fisica","solo_aritmetico",1,2021,2021
3398,"CABA","core","SA","SERV. PROFESIONAL ","administracion","media","mixto","reg16_18","2-5adj","2-4anios","fund_2001_2010","consagrado",2,2021,2023
3399,"CABA","core","SA","SERV. PROFESIONAL ","administracion","sin_ars","mayoria_directa","reg16_18","6-20adj","5+anios","fund_2001_2010","solo_aritmetico",6,2020,2024
3400,"CABA","core","SRL","MANT. REPARACION Y","seguridad_defensa","chica","mayoria_directa","reg16_18","1adj","1anio","fund_2011_2016","solo_aritmetico",1,2019,2019
3401,"La Pampa","middle","OtraForma","MANT. REPARACION Y","infraestructura","grande","mayoria_directa","reg19_21","1adj","1anio","sin_match","solo_aritmetico",1,2021,2021
3402,"CABA","core","PersFisica","ALQUILER","salud_social","grande","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","solo_aritmetico",1,2023,2023
3403,"CABA","core","SRL","MANT. REPARACION Y","salud_social","media","mixto","reg16_18","6-20adj","5+anios","fund_2011_2016","solo_aritmetico",6,2019,2023
3404,"CABA","core","SA","OTROS","seguridad_defensa","chica","mayoria_directa","reg16_18","20+adj","2-4anios","fund_2011_2016","solo_aritmetico",22,2019,2020
3405,"Neuquén","middle","PersFisica","MANT. REPARACION Y","administracion","grande","sin_directa","reg22plus","1adj","1anio","pers_fisica","sin_fundamento",1,2025,2025
3406,"Buenos Aires","core","SRL","ALIMENTOS","seguridad_defensa","grande","sin_directa","reg16_18","2-5adj","2-4anios","fund_2017plus","sin_fundamento",4,2019,2020
3407,"CABA","core","SA","PROD. MEDICO/FARMA","salud_social","media","mixto","reg16_18","20+adj","5+anios","fund_pre2000","consagrado",320,2019,2025
3408,"Río Negro","middle","SRL","OTROS","administracion","media","sin_directa","reg16_18","2-5adj","2-4anios","fund_pre2000","sin_fundamento",3,2020,2023
3409,"Buenos Aires","core","SA","OTROS","infraestructura","media","mixto","reg16_18","6-20adj","5+anios","fund_2001_2010","solo_aritmetico",16,2019,2025
3410,"Córdoba","core","PersFisica","EQUIPOS","seguridad_defensa","media","sin_directa","reg19_21","2-5adj","2-4anios","pers_fisica","sin_fundamento",3,2022,2023
3411,"Córdoba","core","SA","SERV. PROFESIONAL ","administracion","grande","mixto","reg16_18","6-20adj","5+anios","fund_2011_2016","consagrado",7,2021,2025
3412,"Salta","outer","PersFisica","ALQUILER","seguridad_defensa","media","mixto","reg16_18","2-5adj","2-4anios","pers_fisica","solo_aritmetico",4,2020,2021
3413,"San Juan","middle","SRL","ALQUILER","infraestructura","grande","mixto","reg19_21","2-5adj","2-4anios","fund_2001_2010","consagrado",2,2022,2023
3414,"CABA","core","SRL","ELECTRICIDAD Y TEL","cultura_educacion","grande","mixto","reg16_18","2-5adj","2-4anios","fund_2001_2010","solo_aritmetico",3,2019,2021
3415,"Jujuy","outer","PersFisica","MANT. REPARACION Y","seguridad_defensa","chica","mayoria_directa","reg22plus","2-5adj","2-4anios","pers_fisica","solo_aritmetico",2,2023,2025
3416,"CABA","core","SA","ALQUILER","seguridad_defensa","grande","sin_directa","reg16_18","2-5adj","2-4anios","fund_pre2000","sin_fundamento",5,2022,2025
3417,"Buenos Aires","core","SA","EQUIPOS","salud_social","media","mayoria_directa","reg22plus","1adj","1anio","fund_pre2000","consagrado",1,2022,2022
3418,"Río Negro","middle","SRL","OTROS","infraestructura","grande","sin_directa","reg16_18","1adj","1anio","fund_2017plus","sin_fundamento",1,2021,2021
3419,"Chaco","outer","PersFisica","MANT. REPARACION Y","seguridad_defensa","media","sin_directa","reg16_18","6-20adj","2-4anios","pers_fisica","sin_fundamento",12,2019,2022
3420,"CABA","core","SA","SERV. PROFESIONAL ","administracion","grande","sin_directa","reg16_18","1adj","1anio","fund_2011_2016","sin_fundamento",1,2019,2019
3421,"CABA","core","SA","OTROS","administracion","grande","sin_directa","reg16_18","2-5adj","5+anios","fund_pre2000","sin_fundamento",4,2019,2023
3422,"Buenos Aires","core","PersFisica","MANT. REPARACION Y","seguridad_defensa","chica","mixto","reg16_18","20+adj","5+anios","pers_fisica","solo_aritmetico",66,2019,2025
3423,"Buenos Aires","core","PersFisica","SERV. PROFESIONAL ","administracion","chica","mayoria_directa","reg16_18","1adj","1anio","pers_fisica","consagrado",1,2019,2019
3424,"Neuquén","middle","SA","EQUIPOS","administracion","grande","mayoria_directa","reg19_21","2-5adj","2-4anios","fund_pre2000","solo_aritmetico",2,2020,2022
3425,"Tucumán","outer","PersFisica","ALQUILER","salud_social","grande","mixto","reg19_21","2-5adj","2-4anios","pers_fisica","solo_aritmetico",2,2020,2023
3426,"Buenos Aires","core","PersFisica","MANT. REPARACION Y","seguridad_defensa","chica","mixto","reg16_18","20+adj","5+anios","pers_fisica","solo_aritmetico",140,2019,2025
3427,"Buenos Aires","core","OtraForma","SERV. PROFESIONAL ","seguridad_defensa","chica","sin_directa","reg22plus","2-5adj","2-4anios","fund_pre2000","sin_fundamento",3,2024,2025
3428,"Misiones","outer","SRL","OTROS","seguridad_defensa","chica","sin_directa","reg16_18","2-5adj","1anio","fund_2001_2010","sin_fundamento",2,2019,2019
3429,"Buenos Aires","core","SRL","MANT. REPARACION Y","seguridad_defensa","grande","sin_directa","reg16_18","2-5adj","2-4anios","fund_pre2000","sin_fundamento",4,2019,2020
3430,"CABA","core","SRL","SERV. PROFESIONAL ","infraestructura","grande","sin_directa","reg19_21","1adj","1anio","fund_2011_2016","sin_fundamento",1,2025,2025
3431,"Buenos Aires","core","PersFisica","ALQUILER","seguridad_defensa","media","sin_directa","reg16_18","2-5adj","1anio","pers_fisica","sin_fundamento",2,2019,2019
3432,"Buenos Aires","core","PersFisica","SERV. PROFESIONAL ","administracion","chica","mayoria_directa","reg19_21","2-5adj","2-4anios","pers_fisica","solo_aritmetico",4,2021,2023
3433,"CABA","core","PersFisica","ELECTRICIDAD Y TEL","seguridad_defensa","media","sin_directa","reg22plus","1adj","1anio","pers_fisica","sin_fundamento",1,2025,2025
3434,"Santa Fe","core","PersFisica","OTROS","seguridad_defensa","media","mixto","reg19_21","2-5adj","1anio","pers_fisica","solo_aritmetico",2,2022,2022
3435,"Buenos Aires","core","PersFisica","ALQUILER","salud_social","grande","mayoria_directa","reg19_21","2-5adj","5+anios","pers_fisica","solo_aritmetico",2,2020,2025
3436,"Formosa","outer","OtraForma","MANT. REPARACION Y","infraestructura","grande","mayoria_directa","reg19_21","1adj","1anio","sin_match","solo_aritmetico",1,2023,2023
3437,"CABA","core","SA","PROD. MEDICO/FARMA","seguridad_defensa","grande","mixto","reg16_18","20+adj","5+anios","fund_2011_2016","solo_aritmetico",26,2019,2025
3438,"Buenos Aires","core","SRL","OTROS","seguridad_defensa","chica","mixto","reg16_18","20+adj","5+anios","fund_2011_2016","solo_aritmetico",727,2019,2025
3439,"Entre Ríos","middle","SRL","OTROS","infraestructura","chica","mayoria_directa","reg16_18","1adj","1anio","fund_2001_2010","solo_aritmetico",1,2019,2019
3440,"Jujuy","outer","OtraForma","MANT. REPARACION Y","infraestructura","grande","mayoria_directa","reg19_21","2-5adj","2-4anios","sin_match","solo_aritmetico",2,2021,2023
3441,"CABA","core","SA","PROD. MEDICO/FARMA","salud_social","grande","mayoria_directa","reg16_18","6-20adj","5+anios","fund_pre2000","consagrado",9,2019,2025
3442,"La Pampa","middle","OtraForma","OTROS","administracion","media","sin_directa","reg22plus","1adj","1anio","fund_2017plus","sin_fundamento",1,2023,2023
3443,"Buenos Aires","core","OtraForma","OTROS","administracion","grande","mayoria_directa","reg22plus","1adj","1anio","fund_pre2000","solo_aritmetico",1,2023,2023
3444,"CABA","core","SA","MANT. REPARACION Y","administracion","grande","sin_directa","reg16_18","2-5adj","2-4anios","fund_2001_2010","sin_fundamento",2,2022,2025
3445,"Buenos Aires","core","PersFisica","OTROS","ciencia_universidad","chica","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","solo_aritmetico",1,2024,2024
3446,"Buenos Aires","core","SRL","ALIMENTOS","seguridad_defensa","media","mixto","reg16_18","20+adj","5+anios","fund_2011_2016","solo_aritmetico",127,2019,2025
3447,"Entre Ríos","middle","OtraForma","MANT. REPARACION Y","infraestructura","grande","mayoria_directa","reg19_21","2-5adj","2-4anios","sin_match","solo_aritmetico",2,2021,2023
3448,"CABA","core","SA","SERV. PROFESIONAL ","administracion","grande","mayoria_directa","reg16_18","2-5adj","5+anios","fund_pre2000","consagrado",3,2019,2024
3449,"Buenos Aires","core","PersFisica","OTROS","infraestructura","chica","sin_directa","reg19_21","2-5adj","1anio","pers_fisica","sin_fundamento",2,2022,2022
3450,"CABA","core","SA","ALIMENTOS","salud_social","grande","mixto","reg19_21","6-20adj","5+anios","fund_2017plus","solo_aritmetico",6,2019,2025
3451,"CABA","core","SA","MANT. REPARACION Y","administracion","grande","mayoria_directa","reg16_18","1adj","1anio","fund_pre2000","consagrado",1,2019,2019
3452,"CABA","core","SRL","SERV. PROFESIONAL ","administracion","grande","mayoria_directa","reg19_21","1adj","1anio","fund_2011_2016","consagrado",1,2021,2021
3453,"Buenos Aires","core","OtraForma","SERV. PROFESIONAL ","cultura_educacion","media","mayoria_directa","reg16_18","6-20adj","5+anios","fund_2017plus","consagrado",19,2019,2025
3454,"CABA","core","SA","OTROS","seguridad_defensa","chica","sin_directa","reg16_18","1adj","1anio","fund_2001_2010","sin_fundamento",1,2020,2020
3455,"Santa Fe","core","PersFisica","OTROS","seguridad_defensa","media","sin_directa","reg19_21","1adj","1anio","pers_fisica","sin_fundamento",1,2020,2020
3456,"CABA","core","OtraForma","OTROS","seguridad_defensa","chica","sin_directa","reg22plus","1adj","1anio","fund_2017plus","sin_fundamento",1,2025,2025
3457,"Buenos Aires","core","PersFisica","SERV. PROFESIONAL ","seguridad_defensa","chica","sin_directa","reg16_18","1adj","1anio","pers_fisica","sin_fundamento",1,2021,2021
3458,"CABA","core","SRL","ELECTRICIDAD Y TEL","administracion","grande","sin_directa","reg16_18","1adj","1anio","fund_pre2000","sin_fundamento",1,2019,2019
3459,"CABA","core","PersFisica","EQUIPOS","salud_social","media","mayoria_directa","reg16_18","1adj","1anio","pers_fisica","solo_aritmetico",1,2021,2021
3460,"Misiones","outer","PersFisica","PROD. MEDICO/FARMA","seguridad_defensa","chica","mayoria_directa","reg22plus","2-5adj","2-4anios","pers_fisica","solo_aritmetico",2,2024,2025
3461,"CABA","core","SA","SERV. PROFESIONAL ","administracion","media","mayoria_directa","reg16_18","1adj","1anio","fund_2001_2010","consagrado",1,2021,2021
3462,"CABA","core","SRL","EQUIPOS","administracion","chica","sin_directa","reg19_21","1adj","1anio","fund_2011_2016","sin_fundamento",1,2020,2020
3463,"Córdoba","core","PersFisica","OTROS","seguridad_defensa","chica","mixto","reg16_18","20+adj","5+anios","pers_fisica","solo_aritmetico",29,2019,2025
3464,"Buenos Aires","core","SRL","ELECTRICIDAD Y TEL","ciencia_universidad","chica","mayoria_directa","reg22plus","6-20adj","2-4anios","fund_2011_2016","solo_aritmetico",6,2024,2025
3465,"Mendoza","core","SA","OTROS","infraestructura","media","mayoria_directa","reg16_18","2-5adj","2-4anios","fund_pre2000","consagrado",4,2022,2023
3466,"CABA","core","SA","OTROS","seguridad_defensa","media","mixto","reg16_18","20+adj","5+anios","fund_pre2000","solo_aritmetico",21,2019,2025
3467,"San Luis","middle","PersFisica","OTROS","seguridad_defensa","chica","sin_directa","reg19_21","1adj","1anio","pers_fisica","sin_fundamento",1,2020,2020
3468,"Mendoza","core","PersFisica","EQUIPOS","ciencia_universidad","chica","sin_directa","reg16_18","1adj","1anio","pers_fisica","sin_fundamento",1,2025,2025
3469,"Buenos Aires","core","PersFisica","OTROS","seguridad_defensa","media","mixto","reg19_21","2-5adj","2-4anios","pers_fisica","solo_aritmetico",5,2020,2021
3470,"CABA","core","SRL","OTROS","salud_social","media","mixto","reg16_18","2-5adj","2-4anios","fund_2017plus","solo_aritmetico",2,2023,2025
3471,"Buenos Aires","core","SRL","OTROS","seguridad_defensa","media","mixto","reg16_18","20+adj","5+anios","fund_2001_2010","solo_aritmetico",29,2019,2025
3472,"CABA","core","PersFisica","SERV. PROFESIONAL ","cultura_educacion","media","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","solo_aritmetico",1,2022,2022
3473,"Chaco","outer","SA","MANT. REPARACION Y","administracion","chica","sin_directa","reg16_18","2-5adj","2-4anios","fund_pre2000","sin_fundamento",4,2021,2024
3474,"Santa Fe","core","SA","ALIMENTOS","seguridad_defensa","media","sin_directa","reg22plus","2-5adj","1anio","fund_2017plus","sin_fundamento",2,2024,2024
3475,"Santiago del Estero","outer","SRL","OTROS","infraestructura","grande","sin_directa","reg16_18","2-5adj","5+anios","fund_2011_2016","sin_fundamento",2,2019,2024
3476,"Córdoba","core","PersFisica","ALIMENTOS","seguridad_defensa","chica","mayoria_directa","reg16_18","2-5adj","2-4anios","pers_fisica","solo_aritmetico",5,2019,2021
3477,"Buenos Aires","core","SRL","OTROS","administracion","media","mixto","reg16_18","6-20adj","5+anios","fund_2011_2016","solo_aritmetico",12,2019,2024
3478,"CABA","core","SRL","ELECTRICIDAD Y TEL","administracion","grande","sin_directa","reg19_21","1adj","1anio","fund_pre2000","sin_fundamento",1,2021,2021
3479,"CABA","core","SA","OTROS","cultura_educacion","grande","mayoria_directa","reg16_18","1adj","1anio","fund_pre2000","sin_fundamento",1,2020,2020
3480,"CABA","core","SA","OTROS","infraestructura","chica","mayoria_directa","reg16_18","2-5adj","5+anios","fund_pre2000","solo_aritmetico",4,2021,2025
3481,"Córdoba","core","SA","ALIMENTOS","salud_social","grande","sin_directa","reg19_21","1adj","1anio","fund_2001_2010","sin_fundamento",1,2022,2022
3482,"Buenos Aires","core","SA","ELECTRICIDAD Y TEL","seguridad_defensa","chica","mayoria_directa","reg16_18","6-20adj","1anio","fund_2001_2010","solo_aritmetico",12,2019,2019
3483,"CABA","core","SRL","SERV. PROFESIONAL ","seguridad_defensa","media","sin_directa","reg19_21","2-5adj","2-4anios","fund_pre2000","sin_fundamento",4,2022,2025
3484,"Entre Ríos","middle","PersFisica","OTROS","infraestructura","grande","sin_directa","reg16_18","2-5adj","5+anios","pers_fisica","sin_fundamento",4,2021,2025
3485,"CABA","core","SA","MANT. REPARACION Y","seguridad_defensa","grande","mixto","reg16_18","6-20adj","5+anios","fund_pre2000","consagrado",8,2019,2025
3486,"CABA","core","PersFisica","EQUIPOS","seguridad_defensa","chica","mayoria_directa","reg22plus","2-5adj","1anio","pers_fisica","solo_aritmetico",5,2025,2025
3487,"San Juan","middle","SRL","SERV. PROFESIONAL ","seguridad_defensa","media","mayoria_directa","reg16_18","1adj","1anio","fund_2001_2010","solo_aritmetico",1,2019,2019
3488,"Buenos Aires","core","SA","PROD. MEDICO/FARMA","salud_social","media","mixto","reg16_18","20+adj","5+anios","fund_pre2000","solo_aritmetico",36,2019,2025
3489,"Buenos Aires","core","PersFisica","OTROS","seguridad_defensa","media","mixto","reg19_21","2-5adj","2-4anios","pers_fisica","solo_aritmetico",3,2023,2024
3490,"Buenos Aires","core","SRL","MANT. REPARACION Y","seguridad_defensa","sin_ars","mixto","reg16_18","6-20adj","5+anios","fund_2011_2016","solo_aritmetico",11,2019,2024
3491,"Córdoba","core","PersFisica","LIBRERIA PAP. Y UT","cultura_educacion","grande","mixto","reg19_21","2-5adj","2-4anios","pers_fisica","consagrado",2,2021,2022
3492,"Mendoza","core","PersFisica","ALQUILER","salud_social","grande","mayoria_directa","reg16_18","2-5adj","5+anios","pers_fisica","solo_aritmetico",3,2019,2024
3493,"Buenos Aires","core","SRL","MANT. REPARACION Y","salud_social","grande","sin_directa","reg16_18","6-20adj","5+anios","fund_pre2000","sin_fundamento",11,2019,2025
3494,"Buenos Aires","core","PersFisica","OTROS","seguridad_defensa","chica","mixto","reg16_18","20+adj","5+anios","pers_fisica","solo_aritmetico",169,2021,2025
3495,"CABA","core","SRL","PROD. MEDICO/FARMA","seguridad_defensa","grande","mixto","reg16_18","20+adj","5+anios","fund_pre2000","solo_aritmetico",59,2019,2025
3496,"Buenos Aires","core","OtraForma","OTROS","seguridad_defensa","chica","sin_directa","reg22plus","2-5adj","1anio","fund_2001_2010","sin_fundamento",2,2025,2025
3497,"Santa Cruz","middle","PersFisica","SERV. PROFESIONAL ","infraestructura","chica","mayoria_directa","reg22plus","2-5adj","1anio","pers_fisica","solo_aritmetico",5,2025,2025
3498,"Buenos Aires","core","OtraForma","SERV. PROFESIONAL ","infraestructura","grande","sin_directa","reg19_21","1adj","1anio","sin_match","sin_fundamento",1,2019,2019
3499,"CABA","core","SRL","SERV. PROFESIONAL ","administracion","grande","sin_directa","reg16_18","1adj","1anio","fund_2011_2016","sin_fundamento",1,2023,2023
3500,"CABA","core","SRL","SERV. PROFESIONAL ","administracion","grande","mixto","reg16_18","2-5adj","2-4anios","fund_pre2000","solo_aritmetico",2,2022,2025
3501,"Córdoba","core","SA","OTROS","seguridad_defensa","grande","mayoria_directa","reg16_18","20+adj","5+anios","fund_pre2000","solo_aritmetico",73,2019,2025
3502,"Chaco","outer","SA","MANT. REPARACION Y","infraestructura","chica","mayoria_directa","reg19_21","2-5adj","1anio","fund_pre2000","solo_aritmetico",2,2023,2023
3503,"Mendoza","core","SA","ELECTRICIDAD Y TEL","ciencia_universidad","grande","sin_directa","reg19_21","1adj","1anio","fund_2011_2016","sin_fundamento",1,2021,2021
3504,"Salta","outer","SRL","ALQUILER","seguridad_defensa","media","sin_directa","reg16_18","6-20adj","5+anios","fund_2017plus","sin_fundamento",7,2020,2025
3505,"Tierra del Fuego","middle","PersFisica","MANT. REPARACION Y","seguridad_defensa","grande","sin_directa","reg16_18","2-5adj","2-4anios","pers_fisica","sin_fundamento",2,2020,2021
3506,"CABA","core","SRL","SERV. PROFESIONAL ","administracion","media","sin_directa","reg19_21","6-20adj","1anio","fund_2017plus","sin_fundamento",6,2023,2023
3507,"Santa Fe","core","PersFisica","EQUIPOS","administracion","media","mayoria_directa","reg16_18","6-20adj","5+anios","pers_fisica","consagrado",14,2019,2025
3508,"Buenos Aires","core","OtraForma","SERV. PROFESIONAL ","administracion","grande","sin_directa","reg16_18","2-5adj","2-4anios","fund_2001_2010","sin_fundamento",2,2019,2021
3509,"Buenos Aires","core","PersFisica","ALIMENTOS","seguridad_defensa","media","mayoria_directa","reg16_18","2-5adj","1anio","pers_fisica","solo_aritmetico",2,2019,2019
3510,"Formosa","outer","PersFisica","ALQUILER","salud_social","grande","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","solo_aritmetico",1,2023,2023
3511,"Buenos Aires","core","PersFisica","ALIMENTOS","seguridad_defensa","media","mayoria_directa","reg16_18","1adj","1anio","pers_fisica","solo_aritmetico",1,2025,2025
3512,"Mendoza","core","PersFisica","OTROS","seguridad_defensa","chica","mixto","reg22plus","20+adj","2-4anios","pers_fisica","solo_aritmetico",35,2024,2025
3513,"Corrientes","outer","SA","OTROS","seguridad_defensa","media","mayoria_directa","reg16_18","20+adj","5+anios","fund_2001_2010","solo_aritmetico",55,2019,2025
3514,"Buenos Aires","core","PersFisica","MANT. REPARACION Y","seguridad_defensa","media","mayoria_directa","reg22plus","2-5adj","1anio","pers_fisica","solo_aritmetico",3,2024,2024
3515,"CABA","core","SA","EQUIPOS","administracion","media","sin_directa","reg16_18","1adj","1anio","fund_pre2000","sin_fundamento",1,2019,2019
3516,"Corrientes","outer","PersFisica","LIBRERIA PAP. Y UT","seguridad_defensa","chica","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","solo_aritmetico",1,2025,2025
3517,"Buenos Aires","core","PersFisica","SERV. PROFESIONAL ","administracion","chica","mayoria_directa","reg16_18","1adj","1anio","pers_fisica","consagrado",1,2019,2019
3518,"La Rioja","outer","PersFisica","OTROS","seguridad_defensa","chica","mayoria_directa","reg22plus","2-5adj","1anio","pers_fisica","solo_aritmetico",2,2024,2024
3519,"Buenos Aires","core","SA","LIBRERIA PAP. Y UT","seguridad_defensa","chica","mayoria_directa","reg16_18","20+adj","5+anios","fund_2001_2010","solo_aritmetico",266,2019,2025
3520,"Chaco","outer","PersFisica","ALQUILER","administracion","grande","mayoria_directa","reg16_18","1adj","1anio","pers_fisica","solo_aritmetico",1,2021,2021
3521,"CABA","core","SA","OTROS","seguridad_defensa","media","mixto","reg16_18","20+adj","5+anios","fund_2001_2010","solo_aritmetico",65,2019,2025
3522,"Río Negro","middle","PersFisica","MANT. REPARACION Y","seguridad_defensa","grande","mixto","reg19_21","2-5adj","2-4anios","pers_fisica","solo_aritmetico",3,2022,2024
3523,"CABA","core","SRL","OTROS","ciencia_universidad","media","sin_directa","reg16_18","2-5adj","1anio","fund_2011_2016","sin_fundamento",5,2019,2019
3524,"Córdoba","core","PersFisica","OTROS","seguridad_defensa","chica","mayoria_directa","reg19_21","2-5adj","2-4anios","pers_fisica","solo_aritmetico",2,2021,2022
3525,"CABA","core","OtraForma","SERV. PROFESIONAL ","administracion","grande","sin_directa","reg19_21","1adj","1anio","sin_match","sin_fundamento",1,2022,2022
3526,"Santa Fe","core","SRL","PROD. MEDICO/FARMA","salud_social","grande","mayoria_directa","reg16_18","1adj","1anio","fund_2001_2010","solo_aritmetico",1,2024,2024
3527,"Santa Fe","core","PersFisica","OTROS","seguridad_defensa","chica","sin_directa","reg22plus","1adj","1anio","pers_fisica","sin_fundamento",1,2023,2023
3528,"Buenos Aires","core","SA","ELECTRICIDAD Y TEL","administracion","media","mayoria_directa","reg16_18","2-5adj","2-4anios","fund_2001_2010","solo_aritmetico",2,2019,2021
