"supplier_id","provincia","estrato","A_personeria","A_rubro","A_cliente","A_escala","A_directa","A_registro","S_intensidad","S_tenure","S_cohorte","S_fundamento","n_adjudicaciones","primer_ejercicio","ultimo_ejercicio"
3529,"Salta","outer","PersFisica","OTROS","cultura_educacion","grande","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","consagrado",1,2021,2021
3530,"CABA","core","SRL","OTROS","ciencia_universidad","chica","mayoria_directa","reg16_18","2-5adj","5+anios","fund_pre2000","solo_aritmetico",2,2019,2025
3531,"CABA","core","SRL","OTROS","administracion","sin_ars","sin_directa","reg16_18","2-5adj","5+anios","fund_pre2000","sin_fundamento",4,2019,2024
3532,"CABA","core","SRL","SERV. PROFESIONAL ","administracion","grande","sin_directa","reg16_18","2-5adj","5+anios","fund_2001_2010","sin_fundamento",4,2021,2025
3533,"San Luis","middle","SRL","SERV. PROFESIONAL ","infraestructura","media","mayoria_directa","reg19_21","1adj","1anio","fund_2001_2010","solo_aritmetico",1,2020,2020
3534,"Buenos Aires","core","SA","MANT. REPARACION Y","seguridad_defensa","chica","mayoria_directa","reg16_18","2-5adj","2-4anios","fund_2001_2010","solo_aritmetico",3,2020,2021
3535,"Buenos Aires","core","SA","ALIMENTOS","administracion","chica","mixto","reg16_18","20+adj","5+anios","fund_2001_2010","solo_aritmetico",394,2019,2025
3536,"Chaco","outer","SA","MANT. REPARACION Y","infraestructura","media","mayoria_directa","reg16_18","6-20adj","5+anios","fund_pre2000","solo_aritmetico",19,2019,2025
3537,"Buenos Aires","core","SRL","EQUIPOS","seguridad_defensa","grande","sin_directa","reg16_18","2-5adj","2-4anios","fund_2001_2010","sin_fundamento",4,2022,2025
3538,"Mendoza","core","SA","PROD. MEDICO/FARMA","seguridad_defensa","media","mixto","reg19_21","20+adj","5+anios","fund_pre2000","solo_aritmetico",28,2020,2025
3539,"Buenos Aires","core","PersFisica","OTROS","seguridad_defensa","chica","mixto","reg22plus","20+adj","2-4anios","pers_fisica","solo_aritmetico",43,2024,2025
3540,"CABA","core","SRL","MANT. REPARACION Y","seguridad_defensa","grande","sin_directa","reg19_21","1adj","1anio","fund_2001_2010","sin_fundamento",1,2021,2021
3541,"Entre Ríos","middle","PersFisica","MANT. REPARACION Y","infraestructura","chica","mayoria_directa","reg19_21","2-5adj","2-4anios","pers_fisica","solo_aritmetico",2,2021,2022
3542,"Buenos Aires","core","PersFisica","OTROS","seguridad_defensa","grande","mayoria_directa","reg16_18","2-5adj","2-4anios","pers_fisica","consagrado",3,2021,2023
3543,"Misiones","outer","PersFisica","OTROS","seguridad_defensa","chica","mixto","reg16_18","20+adj","5+anios","pers_fisica","solo_aritmetico",55,2019,2025
3544,"CABA","core","SA","ALQUILER","infraestructura","grande","sin_directa","reg16_18","6-20adj","2-4anios","fund_2001_2010","sin_fundamento",7,2021,2023
3545,"CABA","core","OtraForma","ALQUILER","administracion","grande","mayoria_directa","reg16_18","2-5adj","5+anios","fund_pre2000","consagrado",4,2019,2023
3546,"Misiones","outer","PersFisica","MANT. REPARACION Y","seguridad_defensa","chica","sin_directa","reg16_18","1adj","1anio","pers_fisica","sin_fundamento",1,2022,2022
3547,"Salta","outer","PersFisica","MANT. REPARACION Y","seguridad_defensa","media","sin_directa","reg19_21","1adj","1anio","pers_fisica","sin_fundamento",1,2020,2020
3548,"CABA","core","SA","ALIMENTOS","seguridad_defensa","grande","mixto","reg16_18","20+adj","5+anios","fund_2001_2010","solo_aritmetico",100,2019,2025
3549,"Mendoza","core","SA","EQUIPOS","infraestructura","grande","mixto","reg16_18","2-5adj","2-4anios","fund_pre2000","solo_aritmetico",5,2019,2021
3550,"Misiones","outer","PersFisica","SERV. PROFESIONAL ","infraestructura","grande","sin_directa","reg22plus","1adj","1anio","pers_fisica","sin_fundamento",1,2022,2022
3551,"Tierra del Fuego","middle","PersFisica","MANT. REPARACION Y","seguridad_defensa","grande","sin_directa","reg22plus","6-20adj","2-4anios","pers_fisica","sin_fundamento",7,2024,2025
3552,"Buenos Aires","core","PersFisica","OTROS","seguridad_defensa","media","sin_directa","reg16_18","20+adj","5+anios","pers_fisica","sin_fundamento",45,2021,2025
3553,"Buenos Aires","core","SA","OTROS","infraestructura","media","mayoria_directa","reg16_18","2-5adj","5+anios","fund_pre2000","solo_aritmetico",5,2020,2025
3554,"La Rioja","outer","PersFisica","ALQUILER","salud_social","chica","mixto","reg19_21","2-5adj","5+anios","pers_fisica","solo_aritmetico",3,2020,2025
3555,"CABA","core","SRL","MANT. REPARACION Y","seguridad_defensa","grande","sin_directa","reg16_18","1adj","1anio","fund_2011_2016","sin_fundamento",1,2019,2019
3556,"Mendoza","core","PersFisica","MANT. REPARACION Y","administracion","media","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","solo_aritmetico",1,2019,2019
3557,"San Juan","middle","SA","SERV. PROFESIONAL ","administracion","chica","mayoria_directa","reg19_21","2-5adj","5+anios","fund_pre2000","solo_aritmetico",4,2019,2025
3558,"San Luis","middle","PersFisica","ALQUILER","administracion","grande","mayoria_directa","reg16_18","2-5adj","5+anios","pers_fisica","consagrado",3,2019,2025
3559,"Córdoba","core","SRL","OTROS","seguridad_defensa","media","sin_directa","reg16_18","1adj","1anio","fund_2001_2010","sin_fundamento",1,2019,2019
3560,"CABA","core","SRL","MANT. REPARACION Y","cultura_educacion","media","mayoria_directa","reg16_18","2-5adj","2-4anios","fund_pre2000","solo_aritmetico",3,2023,2025
3561,"Buenos Aires","core","PersFisica","SERV. PROFESIONAL ","ciencia_universidad","chica","mayoria_directa","reg16_18","6-20adj","5+anios","pers_fisica","solo_aritmetico",16,2019,2025
3562,"Santiago del Estero","outer","PersFisica","ALQUILER","salud_social","grande","mayoria_directa","reg16_18","2-5adj","2-4anios","pers_fisica","solo_aritmetico",2,2021,2024
3563,"Chubut","middle","SRL","OTROS","seguridad_defensa","grande","sin_directa","reg16_18","1adj","1anio","fund_pre2000","sin_fundamento",1,2019,2019
3564,"Córdoba","core","PersFisica","SERV. PROFESIONAL ","seguridad_defensa","media","mixto","reg19_21","2-5adj","2-4anios","pers_fisica","solo_aritmetico",2,2019,2020
3565,"CABA","core","PersFisica","SERV. PROFESIONAL ","seguridad_defensa","media","sin_directa","reg19_21","1adj","1anio","pers_fisica","sin_fundamento",1,2023,2023
3566,"San Luis","middle","SA","OTROS","seguridad_defensa","grande","sin_directa","reg22plus","1adj","1anio","fund_pre2000","sin_fundamento",1,2021,2021
3567,"Buenos Aires","core","SA","SERV. PROFESIONAL ","administracion","grande","mayoria_directa","reg22plus","1adj","1anio","fund_2001_2010","consagrado",1,2023,2023
3568,"CABA","core","SA","OTROS","administracion","chica","mayoria_directa","reg16_18","1adj","1anio","fund_2001_2010","solo_aritmetico",1,2019,2019
3569,"Formosa","outer","SRL","OTROS","infraestructura","media","mixto","reg16_18","2-5adj","5+anios","fund_2011_2016","solo_aritmetico",3,2019,2025
3570,"CABA","core","SA","SERV. PROFESIONAL ","seguridad_defensa","grande","sin_directa","reg16_18","2-5adj","1anio","fund_2001_2010","sin_fundamento",2,2022,2022
3571,"Buenos Aires","core","SRL","PROD. MEDICO/FARMA","salud_social","chica","mixto","reg16_18","6-20adj","2-4anios","fund_pre2000","solo_aritmetico",6,2019,2022
3572,"CABA","core","SRL","OTROS","seguridad_defensa","chica","mixto","reg19_21","20+adj","5+anios","fund_2017plus","solo_aritmetico",62,2020,2025
3573,"Catamarca","outer","OtraForma","MANT. REPARACION Y","infraestructura","grande","mayoria_directa","reg16_18","2-5adj","2-4anios","sin_match","solo_aritmetico",3,2020,2023
3574,"Buenos Aires","core","PersFisica","OTROS","ciencia_universidad","media","mayoria_directa","reg19_21","2-5adj","2-4anios","pers_fisica","solo_aritmetico",2,2022,2023
3575,"CABA","core","SA","MANT. REPARACION Y","administracion","media","mayoria_directa","reg16_18","6-20adj","2-4anios","fund_pre2000","solo_aritmetico",10,2019,2022
3576,"Buenos Aires","core","SRL","OTROS","salud_social","grande","sin_directa","reg16_18","1adj","1anio","fund_pre2000","sin_fundamento",1,2019,2019
3577,"CABA","core","PersFisica","ELECTRICIDAD Y TEL","seguridad_defensa","chica","mayoria_directa","reg16_18","2-5adj","1anio","pers_fisica","solo_aritmetico",5,2020,2020
3578,"CABA","core","SA","OTROS","administracion","sin_ars","sin_directa","reg16_18","2-5adj","2-4anios","fund_pre2000","sin_fundamento",2,2020,2021
3579,"Buenos Aires","core","OtraForma","SERV. PROFESIONAL ","administracion","grande","mayoria_directa","reg16_18","20+adj","5+anios","sin_match","solo_aritmetico",60,2019,2023
3580,"CABA","core","SA","PROD. MEDICO/FARMA","salud_social","grande","mixto","reg16_18","6-20adj","5+anios","fund_2001_2010","consagrado",7,2019,2025
3581,"Chubut","middle","SA","ELECTRICIDAD Y TEL","seguridad_defensa","media","mayoria_directa","reg16_18","1adj","1anio","fund_pre2000","solo_aritmetico",1,2019,2019
3582,"Formosa","outer","PersFisica","OTROS","seguridad_defensa","chica","mayoria_directa","reg16_18","2-5adj","2-4anios","pers_fisica","solo_aritmetico",2,2020,2022
3583,"Río Negro","middle","SA","OTROS","administracion","grande","sin_directa","reg19_21","2-5adj","1anio","fund_2017plus","sin_fundamento",2,2021,2021
3584,"CABA","core","SRL","MANT. REPARACION Y","seguridad_defensa","grande","sin_directa","reg16_18","2-5adj","2-4anios","fund_pre2000","sin_fundamento",5,2019,2021
3585,"Buenos Aires","core","PersFisica","OTROS","infraestructura","chica","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","solo_aritmetico",1,2024,2024
3586,"CABA","core","SA","EQUIPOS","salud_social","media","mayoria_directa","reg16_18","6-20adj","2-4anios","fund_pre2000","consagrado",9,2019,2022
3587,"Buenos Aires","core","SRL","OTROS","administracion","chica","sin_directa","reg19_21","1adj","1anio","fund_2011_2016","sin_fundamento",1,2020,2020
3588,"CABA","core","PersFisica","SERV. PROFESIONAL ","administracion","chica","mayoria_directa","reg16_18","1adj","1anio","pers_fisica","consagrado",1,2019,2019
3589,"Córdoba","core","SRL","MANT. REPARACION Y","seguridad_defensa","grande","sin_directa","reg19_21","2-5adj","1anio","fund_2011_2016","sin_fundamento",2,2025,2025
3590,"CABA","core","SRL","OTROS","seguridad_defensa","media","mixto","reg16_18","20+adj","5+anios","fund_pre2000","solo_aritmetico",22,2019,2025
3591,"CABA","core","SRL","SERV. PROFESIONAL ","seguridad_defensa","grande","sin_directa","reg19_21","1adj","1anio","fund_2001_2010","sin_fundamento",1,2021,2021
3592,"Buenos Aires","core","OtraForma","SERV. PROFESIONAL ","administracion","grande","mayoria_directa","reg19_21","6-20adj","2-4anios","sin_match","solo_aritmetico",11,2020,2023
3593,"Buenos Aires","core","PersFisica","OTROS","cultura_educacion","media","sin_directa","reg19_21","2-5adj","2-4anios","pers_fisica","sin_fundamento",2,2021,2023
3594,"CABA","core","SA","ALQUILER","salud_social","grande","mayoria_directa","reg19_21","1adj","1anio","fund_pre2000","solo_aritmetico",1,2019,2019
3595,"Buenos Aires","core","PersFisica","MANT. REPARACION Y","seguridad_defensa","grande","mixto","reg16_18","20+adj","2-4anios","pers_fisica","consagrado",24,2019,2022
3596,"Buenos Aires","core","OtraForma","SERV. PROFESIONAL ","seguridad_defensa","grande","sin_directa","reg22plus","2-5adj","1anio","fund_2017plus","sin_fundamento",2,2025,2025
3597,"CABA","core","SRL","SERV. PROFESIONAL ","cultura_educacion","media","mayoria_directa","reg16_18","6-20adj","5+anios","fund_2001_2010","solo_aritmetico",12,2020,2025
3598,"Buenos Aires","core","SRL","OTROS","ciencia_universidad","chica","mayoria_directa","reg16_18","20+adj","5+anios","fund_2001_2010","solo_aritmetico",99,2019,2025
3599,"Buenos Aires","core","OtraForma","EQUIPOS","seguridad_defensa","media","sin_directa","reg19_21","2-5adj","2-4anios","fund_2017plus","sin_fundamento",2,2024,2025
3600,"Mendoza","core","PersFisica","OTROS","administracion","chica","mayoria_directa","reg22plus","6-20adj","2-4anios","pers_fisica","solo_aritmetico",7,2022,2024
3601,"CABA","core","SRL","ALIMENTOS","salud_social","grande","sin_directa","reg16_18","6-20adj","5+anios","fund_2001_2010","sin_fundamento",7,2019,2025
3602,"Buenos Aires","core","PersFisica","MANT. REPARACION Y","seguridad_defensa","media","sin_directa","reg19_21","6-20adj","2-4anios","pers_fisica","sin_fundamento",7,2022,2025
3603,"Salta","outer","OtraForma","ALIMENTOS","seguridad_defensa","chica","sin_directa","reg16_18","2-5adj","5+anios","sin_match","sin_fundamento",3,2019,2023
3604,"La Pampa","middle","SRL","OTROS","administracion","chica","mixto","reg16_18","20+adj","5+anios","fund_2011_2016","solo_aritmetico",90,2019,2024
3605,"CABA","core","SRL","MANT. REPARACION Y","salud_social","grande","mayoria_directa","reg22plus","1adj","1anio","fund_2017plus","solo_aritmetico",1,2023,2023
3606,"CABA","core","SA","ALQUILER","salud_social","sin_ars","sin_directa","reg16_18","2-5adj","2-4anios","fund_pre2000","sin_fundamento",2,2022,2025
3607,"Buenos Aires","core","SA","MANT. REPARACION Y","infraestructura","grande","sin_directa","reg19_21","1adj","1anio","fund_2017plus","sin_fundamento",1,2020,2020
3608,"Buenos Aires","core","SA","OTROS","seguridad_defensa","chica","mixto","reg19_21","6-20adj","2-4anios","fund_2011_2016","solo_aritmetico",11,2022,2024
3609,"Buenos Aires","core","SA","EQUIPOS","administracion","grande","mixto","reg19_21","6-20adj","2-4anios","fund_2001_2010","solo_aritmetico",17,2020,2023
3610,"CABA","core","SA","MANT. REPARACION Y","salud_social","chica","mixto","reg16_18","2-5adj","1anio","fund_pre2000","solo_aritmetico",2,2022,2022
3611,"Buenos Aires","core","PersFisica","OTROS","seguridad_defensa","chica","sin_directa","reg19_21","2-5adj","2-4anios","pers_fisica","sin_fundamento",3,2022,2025
3612,"CABA","core","SRL","MANT. REPARACION Y","administracion","media","mixto","reg16_18","20+adj","5+anios","fund_2011_2016","solo_aritmetico",34,2019,2023
3613,"Buenos Aires","core","PersFisica","SERV. PROFESIONAL ","administracion","media","mayoria_directa","reg16_18","6-20adj","5+anios","pers_fisica","consagrado",15,2019,2025
3614,"Córdoba","core","OtraForma","SERV. PROFESIONAL ","salud_social","grande","mayoria_directa","reg22plus","1adj","1anio","fund_2017plus","solo_aritmetico",1,2023,2023
3615,"Chubut","middle","SRL","SERV. PROFESIONAL ","infraestructura","media","mixto","reg16_18","2-5adj","2-4anios","fund_2001_2010","solo_aritmetico",3,2020,2023
3616,"CABA","core","SRL","SERV. PROFESIONAL ","administracion","grande","mayoria_directa","reg22plus","1adj","1anio","fund_pre2000","consagrado",1,2024,2024
3617,"Buenos Aires","core","OtraForma","OTROS","salud_social","grande","mayoria_directa","reg16_18","1adj","1anio","fund_2011_2016","solo_aritmetico",1,2019,2019
3618,"Neuquén","middle","PersFisica","ALIMENTOS","seguridad_defensa","chica","mayoria_directa","reg16_18","1adj","1anio","pers_fisica","solo_aritmetico",1,2021,2021
3619,"CABA","core","SRL","EQUIPOS","administracion","grande","sin_directa","reg16_18","2-5adj","2-4anios","fund_pre2000","sin_fundamento",2,2021,2023
3620,"Buenos Aires","core","PersFisica","SERV. PROFESIONAL ","administracion","media","mayoria_directa","reg19_21","1adj","1anio","pers_fisica","consagrado",1,2021,2021
3621,"CABA","core","SRL","OTROS","administracion","grande","mixto","reg16_18","6-20adj","5+anios","fund_2001_2010","solo_aritmetico",14,2019,2025
3622,"Chubut","middle","PersFisica","MANT. REPARACION Y","seguridad_defensa","chica","sin_directa","reg19_21","6-20adj","5+anios","pers_fisica","sin_fundamento",14,2021,2025
3623,"Santa Fe","core","OtraForma","SERV. PROFESIONAL ","administracion","grande","mayoria_directa","reg16_18","6-20adj","2-4anios","sin_match","solo_aritmetico",10,2021,2023
3624,"CABA","core","SA","OTROS","salud_social","grande","sin_directa","reg16_18","2-5adj","2-4anios","fund_pre2000","sin_fundamento",3,2020,2021
3625,"CABA","core","OtraForma","EQUIPOS","ciencia_universidad","media","mayoria_directa","reg19_21","1adj","1anio","fund_2017plus","solo_aritmetico",1,2023,2023
3626,"Buenos Aires","core","PersFisica","ELECTRICIDAD Y TEL","seguridad_defensa","chica","mixto","reg16_18","20+adj","5+anios","pers_fisica","solo_aritmetico",221,2019,2025
3627,"Chaco","outer","PersFisica","OTROS","administracion","chica","sin_directa","reg16_18","2-5adj","2-4anios","pers_fisica","sin_fundamento",2,2019,2020
3628,"CABA","core","SA","OTROS","seguridad_defensa","chica","mixto","reg16_18","20+adj","2-4anios","fund_pre2000","solo_aritmetico",69,2024,2025
3629,"Buenos Aires","core","SA","OTROS","seguridad_defensa","media","mixto","reg16_18","20+adj","5+anios","fund_pre2000","solo_aritmetico",32,2019,2025
3630,"Buenos Aires","core","PersFisica","OTROS","seguridad_defensa","chica","sin_directa","reg19_21","20+adj","5+anios","pers_fisica","sin_fundamento",35,2020,2025
3631,"CABA","core","PersFisica","SERV. PROFESIONAL ","cultura_educacion","media","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","consagrado",1,2023,2023
3632,"Buenos Aires","core","OtraForma","PROD. MEDICO/FARMA","seguridad_defensa","chica","mixto","reg16_18","20+adj","5+anios","fund_pre2000","solo_aritmetico",54,2019,2025
3633,"CABA","core","PersFisica","SERV. PROFESIONAL ","cultura_educacion","media","mayoria_directa","reg22plus","1adj","1anio","pers_fisica","consagrado",1,2024,2024
3634,"Buenos Aires","core","SA","OTROS","salud_social","grande","mixto","reg16_18","2-5adj","2-4anios","fund_pre2000","solo_aritmetico",2,2021,2024
3635,"CABA","core","SA","MANT. REPARACION Y","salud_social","chica","mixto","reg16_18","20+adj","5+anios","fund_2001_2010","consagrado",80,2019,2025
3636,"CABA","core","PersFisica","OTROS","administracion","sin_ars","sin_directa","reg22plus","1adj","1anio","pers_fisica","sin_fundamento",1,2025,2025
3637,"Entre Ríos","middle","PersFisica","ALIMENTOS","seguridad_defensa","media","mayoria_directa","reg19_21","2-5adj","1anio","pers_fisica","solo_aritmetico",2,2025,2025
3638,"Formosa","outer","PersFisica","ALIMENTOS","seguridad_defensa","chica","mixto","reg16_18","6-20adj","5+anios","pers_fisica","solo_aritmetico",6,2019,2025
3639,"Santa Cruz","middle","SA","EQUIPOS","seguridad_defensa","sin_ars","sin_directa","reg16_18","2-5adj","2-4anios","fund_pre2000","sin_fundamento",2,2023,2024
3640,"Santa Fe","core","SA","MANT. REPARACION Y","seguridad_defensa","grande","mayoria_directa","reg16_18","1adj","1anio","fund_pre2000","solo_aritmetico",1,2019,2019
